,core,ligands
XEHFUM,Ti,ligand20-0 ligand22-0 ligand22-0 ligand8561-0
CACKIA,Pd,ligand0-0 ligand0-0 ligand34986-0
WOLNOD,Pd,ligand0-0 ligand0-0 ligand23917-0
LEGPAO,Ti,ligand124-0 ligand124-0 ligand347-0 ligand5907-0
LIBZOM,Ti,ligand0-0 ligand0-0 ligand0-0 ligand17332-0
PIWPUJ,Zn,ligand52-0 ligand12299-0
KILQAZ,Pt,ligand19140-0
AWIKAS,Ru,ligand11-0 ligand11-0 ligand1027-0 ligand1027-0
VEYWUU,Fe,ligand20-0 ligand20-0 ligand35344-0
OJOWAL,Ru,ligand0-0 ligand13481-0 ligand13599-0
KEFVAS,Au,ligand28-0 ligand27944-0
NICWIG,Au,ligand20-0 ligand20-0 ligand20-0 ligand777-0
LITVAO,Co,ligand22-0 ligand2312-0 ligand31663-0
VESWIZ,Co,ligand2325-0 ligand7822-0
VUGXON,Ir,ligand473-0 ligand3320-0
HUHMIH,Ru,ligand0-0 ligand228-0 ligand955-0
USEPAK,Y,ligand1131-0 ligand1131-0 ligand17122-0
VIQZAW,Ni,ligand20-0 ligand32533-0
ZEJBEY,Pd,ligand0-0 ligand29089-0
ZELHOP,Ti,ligand0-0 ligand0-0 ligand14663-0
IREDOA,Pt,ligand0-0 ligand0-0 ligand1420-0 ligand1420-0
RIPBAW,Ru,ligand0-0 ligand0-0 ligand24-0 ligand819-0
VEVCUW,Pd,ligand0-0 ligand12896-0
QUXXIT,Cu,ligand20-0 ligand11426-0
FANGUW,Ir,ligand0-0 ligand11-0 ligand28-0 ligand20168-0
EZEFEW,Co,ligand47-0 ligand220-0 ligand361-0
SUBGUU,Pd,ligand0-0 ligand2519-0 ligand4141-0
DAKTEP,Rh,ligand11-0 ligand61-0 ligand18807-0
JOFMEX,Zn,ligand0-0 ligand0-0 ligand15365-0
KEWCAQ,W,ligand61-0 ligand1815-0 ligand1815-0 ligand1815-0
QAHCUZ,V,ligand55-0 ligand90-0 ligand4688-0
KIHTAZ,Zn,ligand36682-0 ligand36682-0
HEKJEM,Pt,ligand0-0 ligand54-0 ligand131-0
TESPEP,Ru,ligand0-0 ligand0-0 ligand571-0 ligand571-0 ligand19214-0
EROLOO,Ti,ligand68-0 ligand68-0 ligand37369-0
XELCUM,Mo,ligand55-0 ligand55-0 ligand79-0 ligand1567-0
EJIBIJ,W,ligand22-0 ligand22-0 ligand2495-0
FICHAD,W,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand13730-0
BOLYAE,Zn,ligand47-0 ligand2932-0
IQOYOF,Ru,ligand0-0 ligand0-0 ligand6299-0
GISGOE,Os,ligand0-0 ligand0-0 ligand571-0 ligand571-0 ligand571-0 ligand571-0
JITJOP,Pt,ligand0-0 ligand2510-0
WUPWAF,Ni,ligand20-0 ligand20-0 ligand12389-0
FALDII,Ru,ligand0-0 ligand0-0 ligand11-0 ligand11-0 ligand5141-0 ligand5141-0
ITAJUI,Rh,ligand20-0 ligand711-0 ligand32589-0
SIRSAN,W,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand4373-0
LUSVON,Ag,ligand0-0 ligand1600-0
BALQEO,Zn,ligand0-0 ligand0-0 ligand27927-0
WUQXUD,Au,ligand12-0 ligand11316-0
SIZYIJ,Os,ligand11-0 ligand20-0 ligand20-0 ligand28-0 ligand28-0 ligand59-0
HIMKEU,Ni,ligand376-0 ligand6298-0
ZEQLOY,Co,ligand122-0 ligand122-0 ligand1220-0 ligand1220-0
QESLAC,Pt,ligand12-0 ligand12-0 ligand14985-0 ligand14985-0
RELWEL,Pd,ligand0-0 ligand0-0 ligand9159-0
GEGHEF,Fe,ligand1-0 ligand11-0 ligand22-0 ligand73-0
DULRIN,Zr,ligand0-0 ligand0-0 ligand24520-0
NEMLEX,Zr,ligand0-0 ligand0-0 ligand68-0 ligand11090-0
RIXZUT,Mn,ligand11-0 ligand11-0 ligand11-0 ligand11892-0
VEDHAN,Mo,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand31215-0
TOXDIV,Zn,ligand17979-0 ligand22192-0
CIHNUD,Mo,ligand42-0 ligand55-0 ligand55-0 ligand5039-0
WEFGIX,Co,ligand6-0 ligand155-0 ligand9730-0
MIBCAD,Pt,ligand20-0 ligand20-0 ligand20-0 ligand344-0 ligand344-0 ligand17505-0
YUSQEL,Ir,ligand61-0 ligand34943-0
SOQQOG,Rh,ligand191-0 ligand699-0 ligand5985-0
MILXUD,Cd,ligand0-0 ligand0-0 ligand17518-0
UJUWOM,Cu,ligand12-0 ligand34014-0
LIKMOL,Co,ligand47-0 ligand47-0 ligand54-0 ligand54-0
LENGAN,W,ligand0-0 ligand55-0 ligand1664-0
CODMAN,Mn,ligand11-0 ligand11-0 ligand11-0 ligand20-0 ligand20216-0
YEFJAW,Pt,ligand0-0 ligand0-0 ligand13755-0 ligand13755-0
YUKJIY,Ir,ligand191-0 ligand3650-0
CUJJAT,Ru,ligand11-0 ligand11-0 ligand52-0 ligand12295-0 ligand21581-0
LURLAM,Sc,ligand107-0 ligand735-0 ligand1001-0 ligand1001-0
RAYZIC,Pt,ligand8-0 ligand36-0 ligand36-0 ligand36-0 ligand2062-0
AXIJUO,Pd,ligand0-0 ligand0-0 ligand15977-0 ligand15977-0
RASMUV,Co,ligand29-0 ligand29-0 ligand47-0 ligand47-0
ISIPIK,Cd,ligand163-0 ligand5432-0
TIQSAQ,Ni,ligand773-0 ligand15206-0
FEHLAG,Mn,ligand11-0 ligand11-0 ligand11-0 ligand17126-0
HEVWIR,Ni,ligand6-0 ligand24713-0
ZAFWEI,W,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand28-0 ligand488-0
NIGWUZ,Re,ligand11-0 ligand11-0 ligand1251-0 ligand1530-0
NISHAZ,Cr,ligand11-0 ligand11-0 ligand11-0 ligand1885-0
IWAYEM,Ir,ligand191-0 ligand35539-0
PIXFOS,Au,ligand20-0 ligand30409-0
COVSOV,Ru,ligand31403-0 ligand31403-0
COGVIH,Ni,ligand22-0 ligand6029-0
LEVBET,W,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand14774-0
DAGLOQ,Fe,ligand6-0 ligand11-0 ligand11-0 ligand11-0 ligand23431-0 ligand36800-0
YEGNED,Fe,ligand362-0 ligand362-0 ligand5223-0
CALQEO,Sc,ligand1519-0 ligand15847-0
RIZYIJ,Au,ligand17-0 ligand11363-0
NAWROS,Zr,ligand0-0 ligand0-0 ligand11723-0 ligand11723-0
QALJAR,Cd,ligand12-0 ligand20461-0
RUHYAU,W,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand7152-0
RUQVOO,Pd,ligand0-0 ligand91-0 ligand28829-0
XIJGIH,Pd,ligand12-0 ligand12-0 ligand1145-0 ligand1145-0
CODSIA,Pd,ligand0-0 ligand0-0 ligand9869-0
BUDDOU,Pd,ligand0-0 ligand0-0 ligand3437-0
VISROG,Co,ligand2866-0 ligand2866-0
JUCBIV,Zn,ligand24110-0 ligand24110-0
JETQAB,Ru,ligand0-0 ligand0-0 ligand571-0 ligand36123-0
TATCEX,Re,ligand11-0 ligand11-0 ligand11-0 ligand8963-0 ligand20275-0
KAJCAC,V,ligand55-0 ligand5392-0 ligand5393-0
MUFQOV,V,ligand55-0 ligand3232-0 ligand15308-0
KEKJOA,Re,ligand11-0 ligand11-0 ligand11-0 ligand475-0 ligand5785-0
BUFWUW,Rh,ligand0-0 ligand11-0 ligand20444-0
NUBZIV,Au,ligand28-0 ligand36883-0
HOJBEO,Mo,ligand20-0 ligand55-0 ligand55-0 ligand10646-0
WEQVOH,Ni,ligand699-0 ligand699-0 ligand699-0 ligand1426-0
CETYIL,Ni,ligand313-0 ligand8592-0
PINFUN,Re,ligand1-0 ligand1-0 ligand1-0 ligand130-0 ligand362-0 ligand362-0
ABIFEA,Zn,ligand0-0 ligand0-0 ligand24333-0
LUCBUJ,Fe,ligand9197-0 ligand13940-0
TUXSOU,Mn,ligand11-0 ligand11-0 ligand11-0 ligand29-0 ligand32365-0
MOWDIM,Pt,ligand20-0 ligand20-0 ligand571-0 ligand5010-0
TAWHIJ,Cr,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand3356-0
GUBRAX,Ni,ligand20-0 ligand20-0 ligand17456-0
RUNDIN,Pd,ligand8-0 ligand28-0 ligand1703-0
DIZLUT,Mo,ligand11-0 ligand659-0 ligand6720-0 ligand6720-0
WAJBOC,Re,ligand6-0 ligand11-0 ligand11-0 ligand11-0 ligand21405-0
FAPMEQ,Pd,ligand0-0 ligand0-0 ligand15171-0 ligand15171-0
GERHAP,W,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand6603-0
ALOJEQ,V,ligand55-0 ligand221-0 ligand33617-0
IPEPAW,Ni,ligand11-0 ligand30298-0
QEWRUF,Ta,ligand0-0 ligand0-0 ligand0-0 ligand91-0 ligand14006-0
NEFSIA,Fe,ligand362-0 ligand362-0 ligand2433-0
XUFVEC,Co,ligand151-0 ligand1220-0 ligand1220-0 ligand28982-0
GAFHAY,Ni,ligand20-0 ligand20-0 ligand27240-0 ligand27240-0
REVCAX,Pd,ligand0-0 ligand0-0 ligand31598-0
HUZMOH,Fe,ligand11-0 ligand11-0 ligand11-0 ligand30299-0
HOTJOR,Cu,ligand12-0 ligand10220-0
RERXIW,Fe,ligand0-0 ligand0-0 ligand1649-0
NOJWAM,Cu,ligand28-0 ligand28-0 ligand21274-0
YEBCUH,W,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand34441-0
OSUBOU,Fe,ligand21437-0
SUHGIM,Pd,ligand108-0 ligand6576-0
XIBJEB,Ni,ligand362-0 ligand5458-0
PABQUE,Au,ligand28-0 ligand3968-0
PAJYEE,Pd,ligand0-0 ligand25168-0
EWOSAM,Cu,ligand0-0 ligand29-0 ligand1810-0
JIBHOV,Ni,ligand12845-0 ligand12845-0
XICGID,Rh,ligand6-0 ligand6-0 ligand6-0 ligand1012-0 ligand1799-0
TELBAN,Co,ligand20085-0
JUNYAU,Ti,ligand36-0 ligand36-0 ligand61-0 ligand727-0
IRETIJ,Zn,ligand33907-0 ligand33907-0
PEVFUV,Cu,ligand16578-0
KEZJUU,Co,ligand29-0 ligand4972-0
GEVCOC,Ni,ligand35132-0
FUSWEY,Zn,ligand0-0 ligand0-0 ligand13725-0
IPONUW,Pt,ligand0-0 ligand0-0 ligand12914-0
ZIXWAG,Co,ligand6-0 ligand6-0 ligand11-0 ligand26468-0
HEGLEK,Au,ligand28-0 ligand12764-0
JACSEL,Os,ligand28-0 ligand22015-0 ligand22015-0 ligand25171-0
BEHNOS,Zn,ligand0-0 ligand0-0 ligand16276-0
MANSEA,Pt,ligand0-0 ligand0-0 ligand0-0 ligand0-0 ligand0-0 ligand31881-0
BITRAB,Re,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand28849-0
WECFOC,Pd,ligand12-0 ligand28-0 ligand28-0 ligand345-0
YUMNOK,Zn,ligand0-0 ligand0-0 ligand33421-0 ligand33421-0
QARPUW,Au,ligand1145-0 ligand3970-0
RISYIF,Cr,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand19458-0
QAZXEW,Ru,ligand0-0 ligand11-0 ligand11-0 ligand16456-0 ligand29273-0
WIJSOY,Pt,ligand20-0 ligand20-0 ligand20-0 ligand344-0 ligand25293-0
BEZNID,W,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand30363-0
HUGGAR,Pd,ligand0-0 ligand36-0 ligand1124-0
UFIPUY,Rh,ligand11-0 ligand90-0 ligand9225-0
NEVKEE,Ti,ligand0-0 ligand0-0 ligand0-0 ligand1293-0
JESJUN,Pd,ligand5040-0 ligand5040-0
MIJPEA,Co,ligand691-0 ligand691-0 ligand3126-0 ligand3126-0
NOSFEG,Y,ligand0-0 ligand3641-0
EMACCR,Cr,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand14078-0
SIFYOX,Ni,ligand0-0 ligand827-0 ligand924-0
ROHNEI,Ni,ligand20-0 ligand11673-0
YILMAI,Pt,ligand10-0 ligand2395-0 ligand2395-0
QONTAO,Cr,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand27422-0
MOJYER,Pt,ligand20-0 ligand36-0 ligand36-0 ligand1242-0 ligand34587-0
HOGNOI,Ru,ligand29-0 ligand29-0 ligand25646-0
ELOMUP,Mo,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand30344-0
ECEGOM,Au,ligand0-0 ligand695-0 ligand3762-0
KEYCAT,Pt,ligand13747-0 ligand13747-1
FILGUC,Co,ligand152-0 ligand152-0 ligand32252-0
ZEHXUF,Mo,ligand11-0 ligand11-0 ligand11-0 ligand76-0 ligand76-0 ligand76-0
VISBIL,Ni,ligand2588-0 ligand13655-0
IYEZOC,Ir,ligand191-0 ligand14379-0
GAWFUI,Re,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand1188-0 ligand1601-0
FEDJAA,Ni,ligand91-0 ligand35155-0
ATHLPT,Pt,ligand0-0 ligand9614-0
ZEZTEF,Pt,ligand2487-0 ligand2821-0
CECHOK,Ni,ligand10347-0 ligand12092-0
VIYBUC,Ag,ligand266-0 ligand28921-0 ligand28921-0
FIFGIL,Zn,ligand91-0 ligand3374-0
HEBVUJ,Pd,ligand12-0 ligand12-0 ligand23049-0 ligand23049-0
QABMEN,W,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand37162-0
OQENOO,Ni,ligand20-0 ligand29557-0
LULSIU,Ni,ligand10502-0 ligand10502-0
LEGWEA,Ni,ligand12727-0 ligand12727-0
OMUHEL,Ru,ligand0-0 ligand297-0 ligand422-0
NETMEF,Re,ligand1-0 ligand1-0 ligand1-0 ligand473-0 ligand481-0
MIKDEQ,Ru,ligand0-0 ligand680-0 ligand9181-0
USUHOG,Ru,ligand0-0 ligand311-0 ligand335-0
JOHQUV,Re,ligand11-0 ligand11-0 ligand11-0 ligand11939-0
MOKDOH,Ru,ligand11-0 ligand52-0 ligand19247-0
VIBWIN,Rh,ligand191-0 ligand5875-0
BIXSEJ,Mn,ligand11-0 ligand11-0 ligand937-0 ligand1415-0
UJIRUB,Zn,ligand0-0 ligand23062-0
YISTUQ,Co,ligand12-0 ligand12-0 ligand14200-0
SEWPEQ,W,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11931-0
YEDKEZ,Pd,ligand113-0 ligand11496-0
YEXROI,W,ligand11-0 ligand11-0 ligand120-0 ligand3799-0
FEZKAA,Ni,ligand17-0 ligand64-0 ligand64-0
KEJKUG,Re,ligand11-0 ligand11-0 ligand11-0 ligand16108-0
JOWVIA,Ni,ligand17783-0 ligand17783-0
FUVFEI,Cr,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand1497-0
PAKFUD,Ru,ligand0-0 ligand0-0 ligand571-0 ligand1050-0
FANKAH,Pt,ligand0-0 ligand0-0 ligand0-0 ligand8-0 ligand18510-0 ligand18510-0
PIJQII,Pd,ligand2549-0 ligand4939-0
BUXJEK,Re,ligand0-0 ligand0-0 ligand28-0 ligand55-0 ligand4652-0
PEKNAW,Au,ligand0-0 ligand10024-0
HIXKAC,Ni,ligand20-0 ligand20-0 ligand22634-0
COKGIT,Re,ligand0-0 ligand0-0 ligand0-0 ligand4218-0 ligand13299-0
CIWWAK,Pt,ligand90-0 ligand33626-0
FILLER,Os,ligand229-0 ligand680-0 ligand686-0
IZIMEM,Ni,ligand1435-0 ligand27831-0
LEKZUA,Co,ligand28231-0 ligand28231-0
XUTVAK,Cr,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand29389-0
JUXLUL,Zn,ligand8-0 ligand8-0 ligand37293-0 ligand37293-0
ECOPEU,Pd,ligand0-0 ligand37036-0
HONKEB,Pd,ligand20-0 ligand20-0 ligand583-0 ligand9051-0
TOLBEE,Ru,ligand29-0 ligand29-0 ligand35069-0
SIJDOI,Au,ligand0-0 ligand0-0 ligand37745-0
WIDQAB,Co,ligand52-0 ligand54-0 ligand24628-0 ligand36148-0
MUTTAY,Ni,ligand11-0 ligand32245-0
IYEVOY,Pt,ligand0-0 ligand52-0 ligand6670-0
JIKTIK,Pd,ligand0-0 ligand0-0 ligand35060-0
FEYKIG,Au,ligand20-0 ligand20-0 ligand20-0 ligand2135-0
VIMHOP,Ir,ligand0-0 ligand0-0 ligand90-0 ligand297-0
QEHKUL,Ni,ligand22-0 ligand59-0 ligand76-0
RURXIM,Re,ligand0-0 ligand28-0 ligand55-0 ligand37572-0
HIXNIL,Pd,ligand0-0 ligand0-0 ligand36710-0
TOYREG,Ni,ligand0-0 ligand29259-0
UPOMUI,Ru,ligand282-0 ligand26833-0 ligand26834-0
XEJPEH,Re,ligand11-0 ligand11-0 ligand11-0 ligand5983-0
FALFEH,Ti,ligand9313-0 ligand9313-0
IDAVEO,Zr,ligand0-0 ligand0-0 ligand0-0 ligand107-0 ligand28621-0
IMALOX,Pt,ligand0-0 ligand0-0 ligand35439-0
COGJOY,Au,ligand0-0 ligand0-0 ligand34573-0
VARNUA,Ru,ligand0-0 ligand24-0 ligand12882-0
HICGEJ,Zn,ligand32224-0 ligand32224-0
DOLWEG,Pt,ligand8-0 ligand36-0 ligand36-0 ligand36-0 ligand778-0
JUFQEG,Fe,ligand11-0 ligand11-0 ligand19817-0
IZUHIX,Ni,ligand20-0 ligand4745-0 ligand4746-0
MISDID,Pd,ligand18307-0 ligand18307-0
FORQIM,Ru,ligand0-0 ligand24-0 ligand955-0
AMODEL,Hg,ligand20-0 ligand20-0 ligand633-0
LEBDIG,Ag,ligand33180-0
LAQZAH,Re,ligand0-0 ligand11-0 ligand11-0 ligand11-0 ligand36314-0
WELWEQ,Pd,ligand0-0 ligand2931-0
TAYSIX,Ru,ligand16-0 ligand169-0 ligand796-0 ligand28835-0
ARIMUJ,Co,ligand8-0 ligand4767-0 ligand8704-0
PEBREU,Ag,ligand22056-0
JIKDOW,Mo,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand1251-0
WICFAQ,Mo,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand28000-0
TURJIA,Pt,ligand20-0 ligand20-0 ligand21894-0
XEVYIG,Pt,ligand0-0 ligand0-0 ligand0-0 ligand5848-0
TEQFUU,Au,ligand0-0 ligand23342-0
NIRKUU,V,ligand0-0 ligand0-0 ligand22-0 ligand55-0
IGUVUC,Pd,ligand0-0 ligand39-0 ligand19147-0
DAZTII,Re,ligand11-0 ligand11-0 ligand11-0 ligand45-0 ligand91-0
IMIXOS,Au,ligand0-0 ligand23826-0
BIDQOY,Pt,ligand0-0 ligand0-0 ligand0-0 ligand32564-0
LICBOP,Cd,ligand7-0 ligand7-0 ligand8-0 ligand8-0
JEVWUD,Pd,ligand135-0 ligand1981-0
PUNFOT,Zr,ligand393-0 ligand5080-0
WUCQOC,Fe,ligand820-0 ligand820-0 ligand21158-0
JAHWIB,Pt,ligand11-0 ligand52-0 ligand747-0
EGEHIJ,Ir,ligand274-0 ligand4791-0 ligand4791-0
SOGVEQ,Ni,ligand33235-0 ligand33235-0
UDOPOS,Pt,ligand344-0 ligand344-0 ligand9898-0 ligand9898-0
ZAGXEN,Fe,ligand362-0 ligand362-0 ligand27011-0
SUBKUX,Fe,ligand1050-0 ligand1050-0
QIJMOO,Pd,ligand36-0 ligand91-0 ligand21975-0
IXAFOD,Co,ligand6-0 ligand6-0 ligand12-0 ligand36-0 ligand14966-0
HULTOY,Ti,ligand293-0 ligand293-0 ligand21489-0 ligand21489-0
OGITUV,Ni,ligand11686-0 ligand11686-0
PACLIR,Ni,ligand6-0 ligand36-0 ligand7638-0
CAQPOA,Pt,ligand0-0 ligand472-0 ligand2356-0
QANWAF,Zr,ligand0-0 ligand0-0 ligand13696-0
UCIFET,Pd,ligand1276-0
RIXSID,Au,ligand0-0 ligand30134-0
CAWZEH,Zn,ligand12-0 ligand34336-0
UFAHUH,Ir,ligand0-0 ligand0-0 ligand52-0 ligand5624-0
PIQZIY,Re,ligand55-0 ligand305-0 ligand23186-0
HOBJAJ,Zn,ligand91-0 ligand91-0 ligand4710-0 ligand4710-0
BABZAI,Y,ligand61-0 ligand61-0 ligand16348-0
TUFNIS,Rh,ligand0-0 ligand0-0 ligand4213-0 ligand4213-0
DUKPEF,Pt,ligand325-0 ligand325-0 ligand4264-0
PEHKUL,Re,ligand11-0 ligand11-0 ligand11-0 ligand29-0 ligand18513-0
MOPVAQ,Ti,ligand22-0 ligand544-0 ligand3131-1
QURTUV,Zn,ligand42-0 ligand1357-0 ligand3232-0
XODLEH,Os,ligand0-0 ligand0-0 ligand8395-0 ligand8395-0
HIKJIW,Pd,ligand0-0 ligand0-0 ligand2626-0 ligand2626-0
LECGIM,Ir,ligand90-0 ligand27144-0 ligand27144-0
TELGIA,Ti,ligand0-0 ligand0-0 ligand35105-0
JAJXAT,Pd,ligand0-0 ligand0-0 ligand11402-0
MEMPIE,Zn,ligand301-0 ligand301-0 ligand643-0 ligand643-0
LEMBUB,Rh,ligand17-0 ligand36810-0
RAFJAK,Fe,ligand0-0 ligand0-0 ligand26996-0
ZIZFUL,Au,ligand20-0 ligand3158-0
SURQAX,Zr,ligand22-0 ligand22-0 ligand5623-0
AVOHOI,Ni,ligand25489-0
DIFKAE,Pt,ligand1189-0
TUFGAF,Os,ligand115-0 ligand115-0 ligand115-0 ligand130-0 ligand15504-0
QINHOO,Pt,ligand0-0 ligand0-0 ligand3322-0
BEKPOZ,Y,ligand1188-0 ligand1554-0 ligand1554-0 ligand4637-0
SIHLAY,Mo,ligand17-0 ligand3825-0 ligand29547-0 ligand29547-0
JOQYIX,Mo,ligand36-0 ligand36-0 ligand55-0 ligand136-0 ligand713-0
WOJTUK,Ru,ligand0-0 ligand0-0 ligand571-0 ligand571-0 ligand7945-0 ligand7945-0
TAPDIY,Co,ligand1822-0 ligand1822-0 ligand1822-0
BINCOQ,Pt,ligand0-0 ligand0-0 ligand0-0 ligand27258-0
VOHYEY,Ti,ligand0-0 ligand0-0 ligand0-0 ligand15639-0
EGUGET,Cd,ligand12-0 ligand12-0 ligand25125-0 ligand25125-0
KOBJIY,Zn,ligand0-0 ligand0-0 ligand12014-0
XODPUC,Pd,ligand20-0 ligand14493-0
OHOHIF,Ru,ligand0-0 ligand24-0 ligand30875-0
PUQJAM,Fe,ligand0-0 ligand120-0 ligand151-0
ESEWIK,Pd,ligand0-0 ligand89-0 ligand22225-0
LOGYOY,Ir,ligand2402-0 ligand2402-0 ligand15886-0
KEHJEO,Co,ligand6-0 ligand6-0 ligand36765-0 ligand36766-0
XALGAS,Ru,ligand0-0 ligand59-0 ligand258-0 ligand13278-0
ILAWAV,Cr,ligand11-0 ligand11-0 ligand11-0 ligand6791-0
MUZZOX,Pd,ligand20-0 ligand17809-0
NABPEL,Rh,ligand11-0 ligand61-0 ligand1797-0
OVOKIU,Mo,ligand0-0 ligand55-0 ligand55-0 ligand29236-0
NAGHOV,Re,ligand0-0 ligand11-0 ligand11-0 ligand11-0 ligand16614-0 ligand16614-0
QIJSEH,Ti,ligand60-0 ligand60-0 ligand107-0 ligand15556-0
USOWOP,Pt,ligand0-0 ligand0-0 ligand12742-0
OPUFIQ,Cu,ligand28-0 ligand28-0 ligand5590-0
QOPGIM,Ni,ligand47-0 ligand47-0 ligand846-0 ligand846-0
HADVEN,Zn,ligand3001-0 ligand3001-0 ligand3001-0
SUGMUE,Mo,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand6953-0
DUHKOH,Hg,ligand0-0 ligand22215-0
MACZEW,Cr,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand19104-0
XAFKIC,Rh,ligand17-0 ligand743-0
MURGEN,Ir,ligand0-0 ligand191-0 ligand4068-0
KAJFIL,Pd,ligand0-0 ligand91-0 ligand26204-0
MASROO,Zr,ligand22-0 ligand22-0 ligand1321-0 ligand15486-0
COXVET,Ni,ligand20-0 ligand59-0 ligand3353-0 ligand25984-0
GOVMEL,Zn,ligand212-0 ligand212-0 ligand230-0
TULKIV,Re,ligand36-0 ligand55-0 ligand55-0 ligand55-0 ligand5542-0
RAFQUN,Zn,ligand266-0 ligand266-0 ligand3000-0
GACLOM,Pd,ligand0-0 ligand23642-0
ATIVII,W,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand20465-0
HEFTEV,Mn,ligand11-0 ligand11-0 ligand11-0 ligand52-0 ligand248-0
UNEYIX,Pd,ligand165-0 ligand5546-0
VUFPIX,Co,ligand0-0 ligand6-0 ligand6-0 ligand52-0 ligand19520-0
BAXYEG,Pd,ligand0-0 ligand0-0 ligand3978-0 ligand6986-0
IVEKIF,Zn,ligand209-0 ligand30436-0
TIFRUX,Ni,ligand325-0 ligand12570-0
MERLAW,Pd,ligand1188-0 ligand1188-0 ligand26784-0
QUGQOB,Au,ligand777-0 ligand5735-0
VOBKEF,Re,ligand11-0 ligand11-0 ligand11-0 ligand20-0 ligand34180-0
KIMGOC,Au,ligand0-0 ligand0-0 ligand0-0 ligand6695-0
MUVBEN,Zn,ligand20-0 ligand20-0 ligand20602-0 ligand20602-0
FIRJUN,Ni,ligand17781-0 ligand17781-0
LIBCUV,Pt,ligand28-0 ligand28-0 ligand52-0 ligand2623-0
RABCUT,Au,ligand0-0 ligand11919-0
SIMJAD,Cu,ligand266-0 ligand9418-0
RUNFEO,Re,ligand11-0 ligand11-0 ligand11-0 ligand18960-0
UMAJEA,Cr,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand2360-0
HOMRUW,Os,ligand14-0 ligand55-0 ligand55-0 ligand32998-0
WUJXEE,Pt,ligand0-0 ligand0-0 ligand37729-0
LOYZUU,Mo,ligand42-0 ligand55-0 ligand55-0 ligand27586-0
NICBEK,Ir,ligand11-0 ligand11-0 ligand28-0 ligand2957-0
FATCAE,Re,ligand55-0 ligand61-0 ligand18565-0
ESORIN,Ti,ligand454-0 ligand643-0 ligand643-0 ligand1735-0
NEDNIU,Au,ligand514-0 ligand7915-0
FEWYUE,Pd,ligand344-0 ligand344-0 ligand5345-0
RUQZOU,Fe,ligand0-0 ligand0-0 ligand31795-0
PIMMOQ,Fe,ligand0-0 ligand0-0 ligand8-0 ligand8-0 ligand59-0 ligand59-0
BADPIH,Zn,ligand0-0 ligand28151-0
JUPXUP,Pd,ligand20-0 ligand36-0 ligand22537-0
TIRSIW,V,ligand6-0 ligand6-0 ligand22-0 ligand29391-0
GARYOO,Mn,ligand11-0 ligand11-0 ligand11-0 ligand5457-0
VAWSAN,Ti,ligand0-0 ligand0-0 ligand20750-0 ligand20750-0
NOKVOY,Ni,ligand31872-0
DUSRER,Au,ligand1321-0 ligand3016-0
IYAQUU,Ti,ligand32073-0 ligand32074-0
EQOQEJ,Ni,ligand957-0 ligand4599-0
IHEZUR,Ru,ligand0-0 ligand24-0 ligand6690-0
KETCIW,Rh,ligand6-0 ligand6-0 ligand6-0 ligand2177-0
EHUJEW,Cd,ligand266-0 ligand266-0 ligand3671-0 ligand3671-0 ligand3671-0
XUWSUG,Ru,ligand0-0 ligand0-0 ligand34609-0
QOCTIL,Ni,ligand8-0 ligand35431-0 ligand35432-0
KOBTAA,Zr,ligand26554-0 ligand26554-0 ligand26554-0 ligand26554-0
QIZREZ,Ti,ligand22-0 ligand3657-0 ligand4665-0
CNPLPT,Pt,ligand49-0 ligand115-0 ligand136-0
PENMIE,Mo,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand27127-0
