subgraph, indices
YIKCIF-subgraph-0, 1 43 21 32 44 52 22 30 33 41 45 46 50 53 23 24 28 31 34 35 42 39 47 48 51 25 26 29 36 37 40 49 27 38 
ECOXUS-subgraph-2, 40 41 76 49 42 43 51 62 50 47 44 45 52 60 63 71 48 46 53 54 58 61 64 65 72 69 56 55 59 66 67 70 57 68 
OZAKUY-subgraph-0, 1 25 36 47 26 34 37 45 48 56 27 28 35 32 38 39 43 46 49 50 57 54 29 30 33 41 40 44 51 52 55 31 42 53 
RAQGOJ-subgraph-0, 1 57 68 46 66 58 69 77 47 55 67 64 59 60 70 71 75 78 49 48 53 56 65 62 61 73 72 76 50 51 54 63 74 52 
VELROT-subgraph-0, 1 2 14 8 3 7 19 15 9 13 42 4 6 46 18 56 52 16 10 47 51 12 43 5 45 17 55 53 11 48 50 44 54 49 
RIYHIU-subgraph-1, 2 19 30 8 20 28 39 31 9 17 21 22 26 29 37 40 33 32 10 11 18 15 23 24 27 35 38 34 12 13 16 25 36 14 
OBAJUZ-subgraph-2, 4 33 44 55 34 42 45 53 56 64 35 36 43 40 46 47 51 54 57 58 65 62 37 38 41 49 48 52 59 60 63 39 50 61 
PPTCFE-subgraph-0, 0 8 19 30 9 13 24 20 35 31 10 14 18 12 29 23 25 21 40 34 32 36 11 15 17 28 22 26 33 39 37 16 27 38 
WAHBIS-subgraph-1, 5 10 15 24 36 62 28 70 19 32 59 37 55 63 29 64 53 71 42 20 33 34 51 60 56 57 65 54 43 46 35 52 58 47 
WEBBUE-subgraph-0, 1 10 20 15 13 23 43 39 35 16 18 14 25 24 44 45 51 40 36 31 17 33 19 21 26 41 46 52 27 32 34 22 42 28 
YUDYEB-subgraph-1, 2 20 14 8 25 21 19 15 9 13 65 24 61 22 18 60 16 56 10 51 12 55 23 64 62 17 59 57 11 52 54 63 58 53 
YUDYEB-subgraph-2, 3 26 38 32 27 31 43 39 33 37 66 28 30 70 42 80 76 40 34 71 75 36 67 29 69 41 79 77 35 72 74 68 78 73 
AYIXUB-subgraph-1, 3 41 19 30 42 50 20 28 39 31 43 44 51 48 21 22 26 29 37 40 33 32 45 46 49 23 24 27 35 38 34 47 25 36 
KOBVEE-subgraph-1, 2 19 30 8 20 28 39 31 9 17 21 22 26 29 37 40 33 32 10 11 18 15 23 24 27 35 38 34 12 13 16 25 36 14 
YATZEZ-subgraph-2, 3 41 52 63 42 50 53 61 64 72 43 44 51 48 54 55 59 62 65 66 73 70 45 46 49 57 56 60 67 68 71 47 58 69 
IVOSAQ-subgraph-3, 36 59 37 48 68 60 38 46 49 57 66 69 61 62 39 40 44 47 50 51 58 55 67 64 63 41 42 45 52 53 56 65 43 54 
PUVJOF-subgraph-3, 4 20 14 8 25 21 19 15 9 13 58 24 22 54 18 53 49 16 10 44 12 48 57 23 55 17 52 50 11 45 47 56 51 46 
NOMDIE-subgraph-2, 3 27 38 16 28 36 39 47 17 25 29 30 34 37 41 40 45 48 18 19 26 23 31 32 35 42 43 46 20 21 24 33 44 22 
NOMDIE-subgraph-3, 4 49 60 71 50 58 61 69 72 80 51 52 59 56 62 63 67 70 73 74 81 78 53 54 57 65 64 68 75 76 79 55 66 77 
YIXWAD-subgraph-0, 1 26 20 32 27 31 25 21 33 37 28 56 60 30 55 24 51 22 34 61 65 36 57 29 59 54 23 52 35 62 64 58 53 63 
JEFWOJ-subgraph-2, 5 41 52 30 42 50 53 61 39 31 43 44 51 48 54 55 59 62 37 40 33 32 45 46 49 57 56 60 35 38 34 47 58 36 
ALUXEK-subgraph-1, 2 17 29 23 18 22 34 30 28 24 50 19 21 54 33 64 60 31 27 59 25 55 51 20 53 63 32 61 26 58 56 52 62 57 
LIXGIK-subgraph-2, 3 9 20 31 10 18 21 29 32 40 11 12 19 16 22 23 27 30 33 34 41 38 13 14 17 25 24 28 35 36 39 15 26 37 
VALCIU-subgraph-0, 1 17 11 23 18 22 12 16 28 24 50 19 21 54 13 45 49 15 27 59 25 55 51 20 53 14 46 48 26 58 56 52 47 57 
VEYJOY-subgraph-0, 1 10 22 16 11 15 27 23 17 21 35 12 14 39 49 26 45 24 18 40 20 44 36 13 38 25 48 46 41 19 43 37 47 42 
HAKBUU-subgraph-1, 2 17 28 39 18 26 29 37 40 48 19 20 27 24 30 31 35 38 41 42 49 46 21 22 25 33 32 36 43 44 47 23 34 45 
HAKBUU-subgraph-2, 3 50 61 72 51 59 62 70 73 81 52 53 57 60 63 64 68 71 74 75 82 79 54 55 58 65 66 69 76 77 80 56 67 78 
GORREM-subgraph-1, 22 34 45 23 35 43 46 54 24 32 36 37 41 44 47 48 52 55 25 26 33 30 38 39 42 49 50 53 27 28 31 40 51 29 
PEZTAR-subgraph-0, 1 42 53 31 43 51 54 62 32 40 44 45 49 52 55 56 60 63 33 34 41 38 46 47 50 57 58 61 35 36 39 48 59 37 
DEGMUZ-subgraph-0, 1 34 45 56 35 43 46 54 57 65 36 37 41 44 47 48 52 55 58 59 66 63 38 39 42 49 50 53 60 61 64 40 51 62 
YUBJIP-subgraph-0, 1 51 29 40 52 60 30 38 41 49 53 54 58 61 31 32 36 39 42 43 50 47 55 56 59 33 34 37 44 45 48 57 35 46 
QILZAM-subgraph-3, 4 19 13 7 20 24 18 14 12 8 44 21 23 48 17 43 39 15 11 38 9 34 45 22 47 42 16 40 10 37 35 46 41 36 
FIHTEV-subgraph-0, 1 18 12 24 19 23 17 13 25 29 51 20 22 55 50 16 14 46 26 56 28 60 52 21 54 49 15 47 57 27 59 53 48 58 
XEJXIV-subgraph-1, 28 29 37 63 30 31 35 38 50 39 32 33 36 51 59 40 48 34 52 53 57 60 41 42 49 46 54 55 58 43 44 47 56 45 
PELPOP-subgraph-1, 2 11 12 13 20 16 18 50 36 22 44 21 17 56 19 30 51 60 58 37 54 23 42 45 57 46 31 61 59 62 55 43 47 63 
TIZJER-subgraph-3, 4 17 11 5 18 22 12 16 10 6 41 19 21 45 36 13 15 40 9 35 7 31 42 20 44 37 14 39 34 8 32 43 38 33 
MUDYOZ-subgraph-0, 1 26 4 15 27 35 5 13 16 24 28 29 33 36 6 7 11 14 17 18 25 22 30 31 34 9 8 12 19 20 23 32 10 21 
VEPZOF-subgraph-3, 21 33 27 39 28 32 26 22 34 38 29 56 60 31 25 55 51 23 35 61 65 37 57 30 59 54 24 52 36 62 64 58 53 63 
FANZAY-subgraph-3, 4 34 45 56 35 43 46 54 57 65 36 37 41 44 47 48 52 55 58 59 66 63 38 39 42 49 50 53 60 61 64 40 51 62 
WOWKOK-subgraph-1, 2 49 27 38 50 58 28 36 39 47 51 52 59 56 29 30 34 37 41 40 45 48 53 54 57 31 32 35 42 43 46 55 33 44 
BUBSAS-subgraph-1, 2 26 20 32 27 31 25 21 33 37 59 28 30 63 58 24 22 54 34 64 36 68 60 29 62 57 23 55 65 35 67 61 56 66 
QOKPOX-subgraph-2, 3 58 69 47 59 67 70 78 48 56 60 61 65 68 71 72 76 79 49 50 57 54 62 63 66 73 74 77 51 52 55 64 75 53 
HIGZEC-subgraph-0, 1 18 30 24 19 23 35 31 25 29 20 54 58 22 34 68 32 64 26 59 28 63 21 55 57 33 67 65 27 60 62 56 66 61 
ZUWLOV-subgraph-0, 1 2 45 10 3 4 12 23 11 8 5 6 13 21 24 32 9 7 14 15 19 22 25 26 33 30 17 16 20 27 28 31 18 29 
XIQPET-subgraph-1, 31 32 40 71 33 34 41 38 42 53 35 36 39 43 51 54 62 37 44 45 49 52 56 55 60 63 46 47 50 57 58 61 48 59 
OZEYAV-subgraph-1, 3 49 5 15 53 38 42 24 26 11 68 54 39 80 43 30 25 36 27 20 12 6 69 78 81 44 31 37 82 21 7 79 45 83 
BELXEV-subgraph-2, 3 20 14 8 25 21 19 15 9 13 47 24 43 22 18 42 38 16 33 10 12 37 46 23 44 17 41 39 34 11 36 45 40 35 
SUJMAL-subgraph-0, 1 26 38 32 25 21 33 37 27 31 55 24 51 22 34 61 65 36 28 56 60 30 54 23 52 35 62 64 57 29 59 53 63 58 
GIKXOQ-subgraph-1, 13 25 36 14 26 34 37 45 15 23 27 28 35 32 38 39 43 46 17 16 21 24 29 30 33 41 40 44 18 19 22 31 42 20 
DEQRUN-subgraph-2, 3 33 44 22 34 42 45 53 23 31 35 36 43 40 46 47 51 54 25 24 29 32 37 38 41 49 48 52 26 27 30 39 50 28 
NSTPRU-subgraph-0, 0 2 10 70 4 36 8 44 24 12 38 6 42 26 34 22 14 40 56 28 32 64 20 54 16 46 58 30 62 18 52 48 60 50 
NSTPRU-subgraph-1, 1 3 11 71 5 37 9 45 25 13 7 39 43 27 35 15 23 41 57 29 65 33 17 47 21 55 59 31 63 49 19 53 61 51 
CONFER-subgraph-2, 10 11 19 78 12 13 17 20 32 21 14 15 18 33 41 30 22 16 34 35 42 39 28 31 24 23 36 37 40 26 29 25 38 27 
CONFER-subgraph-3, 43 44 52 79 45 46 50 53 65 54 48 47 51 66 74 55 63 49 67 68 72 75 56 57 64 61 69 70 73 58 59 62 71 60 
SECNEX-subgraph-4, 20 43 21 32 52 44 22 30 33 41 50 53 45 46 23 24 28 31 34 35 42 39 51 48 47 25 26 29 36 37 40 49 27 38 
LIJZOU-subgraph-1, 17 18 30 24 19 23 35 31 25 29 51 20 22 55 65 34 61 32 26 56 28 60 52 21 54 33 64 62 57 27 59 53 63 58 
REKFIW-subgraph-0, 1 18 12 24 19 23 17 13 25 29 20 56 60 22 55 16 51 14 26 61 65 28 57 21 59 54 15 52 27 62 64 58 53 63 
REKFIW-subgraph-1, 2 42 36 30 43 47 41 37 35 31 76 44 46 80 75 40 38 71 34 70 66 32 45 77 79 74 39 72 33 69 67 78 73 68 
VIKQOW-subgraph-2, 4 51 29 40 60 52 30 38 41 49 58 61 53 54 31 32 36 39 42 43 50 47 59 56 55 33 34 37 44 45 48 57 35 46 
NIWNOZ-subgraph-1, 10 12 20 15 18 24 13 22 26 16 19 30 25 34 28 14 38 23 27 43 17 40 31 32 35 36 29 39 44 46 41 33 37 47 
IBIPAK-subgraph-1, 2 26 37 15 27 35 38 46 16 24 28 29 36 31 39 40 44 47 17 18 25 22 33 30 32 41 42 45 19 20 23 34 43 21 
IBIPAK-subgraph-4, 48 49 60 71 50 58 68 61 72 80 51 52 59 56 66 69 62 63 73 74 81 78 53 54 57 65 67 64 75 76 79 55 70 77 
BEDNII-subgraph-1, 20 56 21 29 42 31 22 23 27 30 43 51 32 40 24 25 28 44 45 49 52 33 34 41 38 26 46 47 50 35 36 39 48 37 
URUGOE-subgraph-2, 3 33 27 21 34 38 28 32 26 22 66 35 37 70 29 61 65 31 25 60 23 56 67 36 69 30 62 64 59 24 57 68 63 58 
NALYAA-subgraph-1, 2 33 44 55 34 42 45 53 56 64 35 36 43 40 46 47 51 54 57 58 65 62 37 38 41 49 48 52 59 60 63 39 50 61 
ODINOF-subgraph-2, 3 26 4 15 27 35 5 13 16 24 28 29 33 36 6 7 11 14 17 18 25 22 30 31 34 9 8 12 19 20 23 32 10 21 
GASNOF-subgraph-1, 2 51 29 40 52 60 30 38 41 49 53 54 58 61 31 32 36 39 42 43 50 47 55 56 59 33 34 37 44 45 48 57 35 46 
VIBPOM-subgraph-1, 2 20 29 14 12 38 18 32 23 16 13 30 25 39 19 21 33 52 24 56 17 40 68 31 26 66 22 53 57 54 41 69 67 55 
OXAFOJ-subgraph-1, 2 42 53 64 43 51 54 62 65 73 44 45 49 52 55 56 60 63 66 67 74 71 46 47 50 57 58 61 68 69 72 48 59 70 
NAXLUT-subgraph-2, 21 22 30 72 23 24 28 31 43 32 25 26 29 44 52 33 41 27 45 46 50 53 34 35 42 39 47 48 51 36 37 40 49 38 
ZUSMAD-subgraph-0, 0 1 2 10 3 4 8 73 5 6 9 11 22 7 12 20 23 31 13 14 18 21 24 25 32 29 16 15 19 26 27 30 17 28 
AMXPPD-subgraph-0, 1 17 11 23 18 22 12 16 28 24 58 19 21 62 13 53 57 15 27 67 25 63 59 20 61 14 54 56 66 26 64 60 55 65 
AMXPPD-subgraph-1, 2 41 35 29 42 46 36 40 34 30 43 77 81 45 73 37 76 39 33 72 68 31 44 78 80 74 38 75 71 32 69 79 82 70 
VELKUS-subgraph-0, 1 26 20 32 25 21 19 15 27 31 60 24 22 56 18 55 51 16 28 61 65 30 59 23 57 17 54 52 29 62 64 58 53 63 
CIGVEU-subgraph-0, 1 59 70 48 60 68 71 79 49 57 61 62 66 69 73 72 77 80 50 51 58 55 63 64 67 74 75 78 52 53 56 65 76 54 
CPFMNI-subgraph-1, 1 2 6 48 3 27 5 31 13 7 4 28 30 18 14 8 12 29 17 41 37 15 32 9 11 36 16 40 38 33 10 35 39 34 
XIXZIO-subgraph-3, 5 49 27 38 50 58 28 36 39 47 51 52 59 56 29 30 34 37 41 40 45 48 53 54 57 31 32 35 42 43 46 55 33 44 
BEPWAU-subgraph-2, 5 28 22 16 33 29 27 23 17 21 42 32 30 39 26 34 43 24 18 40 41 20 45 31 35 25 36 46 19 51 57 38 54 44 
SAWMUB-subgraph-1, 24 25 38 32 26 31 43 39 33 37 27 28 30 64 74 42 70 40 65 34 36 69 29 61 63 41 73 71 66 35 68 62 72 67 
DEYVUZ-subgraph-1, 2 33 44 22 34 42 45 53 23 31 35 36 43 40 46 47 51 54 25 24 29 32 37 38 41 49 48 52 26 27 30 39 50 28 
FIGKAH-subgraph-0, 1 25 19 13 26 30 20 24 18 14 27 59 29 63 21 54 58 23 17 53 49 15 28 60 62 22 55 57 52 16 50 61 56 51 
FIGKAH-subgraph-1, 2 43 37 31 44 48 42 38 36 32 74 45 78 47 41 73 69 39 35 68 33 64 75 46 77 40 72 70 34 67 65 76 71 66 
CUHFIV-subgraph-2, 3 41 52 63 42 50 53 61 64 72 43 44 51 48 54 55 59 62 65 66 73 70 45 46 49 57 56 60 67 68 71 47 58 69 
ZIHQUE-subgraph-1, 2 49 60 38 50 58 61 69 39 47 51 52 59 56 62 63 67 70 41 40 45 48 53 54 57 65 64 68 42 43 46 55 66 44 
PALNID-subgraph-3, 26 65 27 35 48 37 28 29 33 36 49 57 38 46 30 31 34 50 51 58 55 40 39 44 47 32 52 53 56 41 42 45 54 43 
BABTAB-subgraph-1, 2 25 36 47 26 34 37 45 48 56 27 28 35 32 38 39 43 46 49 50 57 54 29 30 33 41 40 44 51 52 55 31 42 53 
TOKXUO-subgraph-0, 1 51 5 40 52 60 6 8 41 43 58 53 61 54 14 7 9 12 49 42 44 47 59 56 55 10 15 13 50 45 48 57 11 46 
MACPFE-subgraph-1, 1 2 52 6 26 3 8 15 5 30 27 4 9 13 16 20 29 28 10 31 35 12 17 36 19 40 11 32 34 18 37 39 33 38 
VIJYUI-subgraph-0, 1 26 20 32 27 31 25 21 33 37 28 53 57 30 52 24 22 48 34 58 36 62 29 54 56 51 23 49 35 59 61 55 50 60 
ZIKGOT-subgraph-0, 1 9 10 14 26 40 19 44 30 38 27 72 41 70 20 54 45 64 62 31 52 39 73 74 71 60 55 65 66 63 53 75 61 67 
ZIKGOT-subgraph-1, 2 11 12 13 22 15 28 32 36 48 34 23 17 16 29 56 33 46 58 37 49 68 35 24 18 57 42 47 50 59 69 25 43 51 
SODSIN-subgraph-0, 1 34 28 40 35 39 33 29 41 45 36 70 74 38 69 32 65 30 42 75 44 79 37 71 73 68 31 66 43 76 78 72 67 77 
IGEXEY-subgraph-3, 4 27 5 16 36 28 6 14 17 25 34 37 29 30 7 8 12 15 18 19 26 23 35 32 31 9 10 13 20 21 24 33 11 22 
ODUCEY-subgraph-1, 2 49 27 38 50 58 28 36 39 47 51 52 59 56 29 30 34 37 41 40 45 48 53 54 57 31 32 35 42 43 46 55 33 44 
ALOBIM-subgraph-5, 6 33 11 22 34 42 12 20 23 31 35 36 43 40 13 14 18 21 25 24 29 32 37 38 41 15 16 19 26 27 30 39 17 28 
LEDTEU-subgraph-1, 2 65 43 54 74 66 44 52 55 63 75 72 67 68 45 46 50 53 57 56 61 64 73 70 69 47 48 51 58 59 62 71 49 60 
OHIROP-subgraph-2, 3 57 35 46 66 58 36 44 47 55 67 64 59 60 37 38 42 45 49 48 53 56 65 62 61 39 40 43 50 51 54 63 41 52 
ECANUS-subgraph-3, 5 18 30 24 19 23 35 31 25 29 20 40 44 22 34 54 50 32 26 45 49 28 41 21 43 33 53 51 27 46 48 42 52 47 
WAYCII-subgraph-1, 2 41 19 30 42 50 20 28 39 31 43 44 51 48 21 22 26 29 37 40 33 32 45 46 49 23 24 27 35 38 34 47 25 36 
VUXMOR-subgraph-1, 20 43 21 32 52 44 22 30 33 41 50 53 45 46 23 24 28 31 34 35 42 39 51 48 47 25 26 29 36 37 40 49 27 38 
YEXCOT-subgraph-2, 5 18 12 6 19 23 17 13 11 7 20 54 58 22 53 16 49 14 10 48 44 8 21 55 57 52 15 50 9 47 45 56 51 46 
YEXCOT-subgraph-3, 24 25 37 31 26 30 42 38 36 32 27 59 29 63 41 73 69 39 35 68 33 64 28 60 62 40 72 70 34 67 65 61 71 66 
QUNCAF-subgraph-0, 1 10 11 24 36 22 18 59 38 31 57 37 27 23 42 19 65 60 39 55 50 32 58 29 28 43 61 66 44 56 51 30 62 45 
XUFLEQ-subgraph-0, 1 41 52 63 42 50 53 61 64 72 43 44 51 48 54 55 59 62 65 66 73 70 45 46 49 57 56 60 67 68 71 47 58 69 
BOXMIL-subgraph-1, 2 27 21 15 28 32 26 22 20 16 50 29 54 31 25 49 45 23 19 44 17 40 51 30 53 24 48 46 18 43 41 52 47 42 
WAKGAT-subgraph-1, 2 49 27 38 50 58 28 36 39 47 51 52 59 56 29 30 34 37 41 40 45 48 53 54 57 31 32 35 42 43 46 55 33 44 
MASSUX-subgraph-1, 33 34 42 70 35 36 40 43 44 55 37 38 41 45 53 56 64 39 46 47 51 54 57 58 65 62 48 49 52 59 60 63 50 61 
AFELIJ-subgraph-1, 2 27 4 6 34 28 36 7 12 20 50 35 29 40 37 32 18 8 42 13 21 30 51 48 41 33 23 19 43 38 31 49 24 39 
MAVBES-subgraph-2, 21 60 22 30 32 43 24 23 28 31 33 41 44 52 25 26 29 34 35 42 39 45 46 50 53 27 36 37 40 48 47 51 38 49 
VIBWUZ-subgraph-2, 3 26 20 32 27 31 25 21 33 37 51 28 30 55 50 24 22 46 34 56 36 60 52 29 54 49 23 47 57 35 59 53 48 58 
MOMLOQ-subgraph-2, 40 41 49 79 42 43 50 47 51 62 44 45 48 52 60 63 71 46 53 54 58 61 64 65 72 69 56 55 59 66 67 70 57 68 
KATZAG-subgraph-2, 8 9 21 15 10 14 26 22 20 16 11 51 13 55 25 65 61 23 19 60 17 56 12 52 54 24 64 62 18 59 57 53 63 58 
KATZAG-subgraph-3, 27 34 28 40 35 39 33 29 41 45 36 71 75 38 70 32 66 30 42 76 44 80 37 72 74 69 31 67 43 77 79 73 68 78 
UWUJON-subgraph-1, 2 34 45 23 35 43 46 54 24 32 36 37 41 44 47 48 52 55 25 26 33 30 38 39 42 49 50 53 27 28 31 40 51 29 
REWQES-subgraph-2, 3 12 13 14 17 31 27 8 10 35 18 23 29 32 28 15 9 50 11 46 25 36 6 24 30 33 16 51 37 47 26 7 34 38 
QATMIJ-subgraph-2, 3 41 52 30 42 50 53 61 39 31 43 44 51 48 54 55 59 62 37 40 33 32 45 46 49 57 56 60 35 38 34 47 58 36 
JEHFAD-subgraph-2, 19 26 20 32 27 31 25 21 33 37 28 64 68 30 63 24 59 22 34 69 73 36 65 29 67 62 23 60 35 70 72 66 61 71 
EWUDIM-subgraph-1, 2 17 26 4 15 24 27 35 11 13 18 16 25 22 28 29 33 36 9 12 5 14 19 20 23 30 31 34 10 7 6 21 32 8 
TEHCIW-subgraph-2, 3 67 45 56 68 76 46 54 57 65 69 70 74 77 47 48 52 55 58 59 66 63 71 72 75 49 50 53 60 61 64 73 51 62 
SAYZOI-subgraph-1, 1 25 36 47 26 34 37 45 48 56 27 28 35 32 38 39 43 46 49 50 57 54 29 30 33 41 40 44 51 52 55 31 42 53 
BEQSEV-subgraph-2, 3 25 36 14 26 34 37 45 15 23 27 28 35 32 38 39 43 46 17 16 21 24 29 30 33 41 40 44 18 19 22 31 42 20 
BEQSEV-subgraph-3, 4 58 69 47 59 67 70 78 48 56 60 61 65 68 71 72 76 79 49 50 57 54 62 63 66 73 74 77 51 52 55 64 75 53 
AGISEQ-subgraph-1, 2 25 36 47 26 34 37 45 48 56 27 28 35 32 38 39 43 46 49 50 57 54 29 30 33 41 40 44 51 52 55 31 42 53 
EXUDOR-subgraph-1, 2 57 68 46 66 58 69 77 47 55 67 64 59 60 70 71 75 78 49 48 53 56 65 62 61 73 72 76 50 51 54 63 74 52 
JABZES-subgraph-0, 1 17 28 6 18 26 29 37 7 15 19 20 27 24 30 31 35 38 9 8 13 16 21 22 25 33 32 36 10 11 14 23 34 12 
MAMDEL-subgraph-2, 16 17 28 39 18 26 29 37 40 48 19 20 27 24 30 31 35 38 41 42 49 46 21 22 25 33 32 36 43 44 47 23 34 45 
IBOJUI-subgraph-1, 2 41 19 30 42 50 20 28 39 31 43 44 51 48 21 22 26 29 37 40 33 32 45 46 49 23 24 27 35 38 34 47 25 36 
IBOJUI-subgraph-2, 3 74 52 63 75 83 53 61 64 72 76 77 81 84 54 55 59 62 65 66 73 70 78 79 82 57 56 60 67 68 71 80 58 69 
KOJTUB-subgraph-0, 1 50 61 72 40 48 51 59 62 70 41 42 49 46 52 53 57 60 63 64 68 71 43 44 47 54 55 58 65 66 69 45 56 67 
PEDYUT-subgraph-1, 17 18 30 24 19 23 35 31 25 29 20 60 22 64 74 34 70 32 65 26 28 69 21 61 63 33 73 71 66 27 68 62 72 67 
NIQBIA-subgraph-0, 1 10 21 32 11 19 22 30 33 41 12 13 17 20 23 24 28 31 34 35 42 39 14 15 18 25 26 29 36 37 40 16 27 38 
GUQWOE-subgraph-0, 1 19 30 8 20 28 39 31 9 17 21 22 26 29 37 40 33 32 10 11 18 15 23 24 27 35 38 34 12 13 16 25 36 14 
GUQWOE-subgraph-1, 2 41 52 63 42 50 53 61 64 72 43 44 51 48 54 55 59 62 65 66 73 70 45 46 49 57 56 60 67 68 71 47 58 69 
TEYVEZ-subgraph-0, 1 27 38 16 28 36 39 47 17 25 29 30 34 37 41 40 45 48 18 19 26 23 31 32 35 42 43 46 20 21 24 33 44 22 
IBICOO-subgraph-1, 40 41 77 49 42 43 51 62 50 47 44 45 52 60 63 71 48 46 53 54 58 61 64 65 72 69 56 55 59 66 67 70 57 68 
GETWUY-subgraph-1, 3 9 18 14 10 29 44 15 19 40 11 24 26 30 34 45 49 16 20 47 41 38 25 32 27 42 35 50 22 48 39 33 43 23 
VICDAO-subgraph-1, 2 43 21 32 44 52 22 30 33 41 45 46 50 53 23 24 28 31 34 35 42 39 47 48 51 25 26 29 36 37 40 49 27 38 
CIDTOA-subgraph-0, 0 1 59 53 2 3 9 20 54 7 4 5 18 10 21 29 8 6 16 19 11 12 22 23 27 30 17 14 13 24 25 28 15 26 
UYANUG-subgraph-1, 5 49 60 38 50 58 61 69 39 47 51 52 59 56 62 63 67 70 41 40 45 48 53 54 57 65 64 68 42 43 46 55 66 44 
NIBXIF-subgraph-0, 1 33 27 39 28 32 26 22 34 38 65 29 69 31 25 64 60 23 35 70 74 37 66 30 68 63 24 61 36 71 73 67 62 72 
RACFAG-subgraph-0, 1 3 5 6 11 20 22 16 18 14 26 12 42 21 58 23 17 48 19 40 30 15 27 24 43 59 46 49 41 32 31 25 47 33 
GOXBAZ-subgraph-1, 2 13 7 16 17 47 41 14 11 32 18 28 66 48 42 54 36 15 12 30 33 22 29 56 67 45 55 37 34 31 23 57 46 35 
DIDHUX-subgraph-0, 1 2 13 24 3 11 14 22 25 33 4 5 9 12 15 16 20 23 26 27 34 31 6 7 10 17 18 21 28 29 32 8 19 30 
CIKGUB-subgraph-1, 3 43 54 32 44 52 55 63 33 41 45 46 50 53 57 56 61 64 34 35 42 39 47 48 51 58 59 62 36 37 40 49 60 38 
IKOYEN-subgraph-0, 1 26 20 32 27 31 25 21 33 37 65 28 69 30 24 64 60 22 34 70 74 36 66 29 68 63 23 61 35 71 73 67 62 72 
HUGTUA-subgraph-1, 2 26 37 48 27 35 38 46 49 57 28 29 33 36 39 40 44 47 50 51 58 55 30 31 34 41 42 45 52 53 56 32 43 54 
BEGMUV-subgraph-0, 1 17 11 23 18 22 12 16 28 24 19 52 21 56 13 47 51 15 27 61 25 57 20 53 55 14 48 50 26 60 58 54 49 59 
BEGMUV-subgraph-1, 2 41 35 29 42 46 36 40 34 30 43 72 76 45 67 37 39 71 33 66 62 31 73 44 75 68 38 70 65 32 63 74 69 64 
ZIPJUG-subgraph-1, 2 21 14 15 42 38 30 32 26 28 43 40 39 48 36 31 33 58 27 46 34 29 41 44 49 37 54 59 47 56 35 45 55 57 
NORDEF-subgraph-3, 18 41 19 30 42 50 20 28 39 31 43 44 51 48 21 22 26 29 37 40 33 32 45 46 49 23 24 27 35 38 34 47 25 36 
ZOZMAC-subgraph-0, 1 17 28 6 18 26 29 37 7 15 19 20 27 24 30 31 35 38 9 8 13 16 21 22 25 33 32 36 10 11 14 23 34 12 
NABGEE-subgraph-1, 8 9 17 79 10 11 18 15 19 30 12 13 16 20 28 39 31 14 21 22 26 29 37 40 33 32 23 24 27 35 38 34 25 36 
NABGEE-subgraph-2, 41 42 50 80 43 44 51 48 52 63 45 46 49 53 61 64 72 47 54 55 59 62 65 66 73 70 57 56 60 67 68 71 58 69 
CEGTIS-subgraph-2, 3 26 38 32 27 31 43 39 33 37 59 28 30 63 73 42 69 40 34 64 36 68 60 29 62 41 72 70 65 35 67 61 71 66 
YIQXIF-subgraph-1, 2 65 43 54 74 66 44 52 55 63 75 72 67 68 45 46 50 53 57 56 61 64 73 70 69 47 48 51 58 59 62 71 49 60 
TILJOO-subgraph-2, 3 26 4 15 27 35 5 13 16 24 28 29 33 36 6 7 11 14 17 18 25 22 30 31 34 9 8 12 19 20 23 32 10 21 
TILJOO-subgraph-3, 37 49 60 38 50 58 61 69 39 47 51 52 59 56 62 63 67 70 41 40 45 48 53 54 57 65 64 68 42 43 46 55 66 44 
RERJOO-subgraph-0, 0 1 74 9 2 3 11 22 10 7 4 5 12 20 23 31 8 6 13 14 18 21 24 25 32 29 16 15 19 26 27 30 17 28 
UCOWUI-subgraph-1, 26 49 27 38 50 58 28 36 39 47 51 52 59 56 29 30 34 37 41 40 45 48 53 54 57 31 32 35 42 43 46 55 33 44 
LAVPEE-subgraph-1, 11 16 12 39 60 15 13 56 17 23 59 14 57 18 22 24 32 58 19 61 65 21 25 26 33 30 20 62 64 27 28 31 63 29 
RUGVAR-subgraph-1, 1 56 2 10 12 23 3 4 8 11 13 21 24 32 5 6 9 14 15 19 22 25 26 33 30 7 16 17 20 27 28 31 18 29 
MUNTOE-subgraph-0, 1 18 30 24 19 23 35 31 25 29 20 52 22 56 66 34 62 32 57 26 28 61 21 53 55 33 65 63 58 27 60 54 64 59 
FOLKOG-subgraph-1, 4 17 11 5 18 22 12 16 10 6 33 19 21 37 28 13 15 32 9 27 7 23 34 20 36 29 14 31 26 8 24 35 30 25 
YOFPEO-subgraph-2, 3 25 19 13 26 30 20 24 18 14 27 53 57 29 21 48 52 23 17 47 43 15 28 54 56 49 22 51 46 16 44 55 50 45 
HESHAP-subgraph-3, 27 50 28 39 51 59 29 37 40 48 52 53 57 60 30 31 35 38 41 42 49 46 54 55 58 33 32 36 43 44 47 56 34 45 
GABWEO-subgraph-1, 2 11 27 24 58 44 12 32 18 46 59 56 36 45 13 30 33 20 19 60 49 47 57 38 37 62 31 21 42 61 50 39 63 43 
