,core,ligands
VECKUL,Ti,ligand48-0 ligand27429-0 ligand27430-0
CEHTUF,Mo,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand11252-0
RANJAT,Zn,ligand3561-0 ligand3561-0
COBVAT,Cd,ligand279-0 ligand279-0 ligand7274-0 ligand7274-0 ligand7274-0 ligand7274-0
VEGREG,Zn,ligand3-0 ligand3-0 ligand7386-0 ligand7386-0
AJALED,Fe,ligand1-0 ligand1-0 ligand14850-0
LIGMET,Co,ligand278-0 ligand1171-0 ligand1171-0
GUTHAG,Pd,ligand3-0 ligand162-0 ligand10457-0
VIZMIC,Ni,ligand38-0 ligand321-0 ligand628-0
QOFTUB,Pt,ligand1-0 ligand1-0 ligand10310-0
NAWHUQ,Ni,ligand11535-0 ligand12033-0
GASNOF,Pd,ligand40-0 ligand51-0 ligand28952-0
RILZET,Ni,ligand830-0 ligand24954-0
MICQIB,Pt,ligand1-0 ligand1-0 ligand8218-0
CARXAU,Pt,ligand1-0 ligand1-0 ligand1-0 ligand1727-0 ligand1727-0 ligand9010-0
ZAPTIW,Au,ligand18111-0 ligand18111-0
LEHKAN,Ir,ligand89-0 ligand2599-0 ligand2773-0
MUQFAG,Zn,ligand1-0 ligand1-0 ligand5384-0
TENGUQ,W,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand23321-0
SIFTUW,Zr,ligand18-0 ligand18-0 ligand48-0 ligand326-0 ligand326-0
YIBBAO,Ta,ligand416-0 ligand416-0 ligand416-0 ligand954-0
NITKUX,Pd,ligand321-0 ligand584-0 ligand1376-0 ligand1376-0
TEDPID,Ru,ligand1-0 ligand13-0 ligand30305-0
WAKGEW,Ti,ligand1-0 ligand1-0 ligand27207-0 ligand27207-0
ADOCEE,W,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand13721-0
CODNUE,Cr,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand14054-0
LEMVUV,W,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand2532-0
ILAZOK,Os,ligand1-0 ligand4-0 ligand51-0 ligand51-0 ligand29707-0
PUNLEP,Rh,ligand1-0 ligand1-0 ligand38-0 ligand38-0 ligand38-0 ligand89-0
DIHSUK,Pt,ligand6796-0
ISUFAD,Ir,ligand1-0 ligand1-0 ligand4-0 ligand38-0 ligand38-0 ligand89-0
DUWZIG,W,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand9820-0
UJAKOF,Rh,ligand38-0 ligand40-0 ligand48-0 ligand27046-0
MUGZIY,Rh,ligand1-0 ligand421-0 ligand596-0
POFVOY,Zn,ligand3-0 ligand3-0 ligand5417-0 ligand5417-0
XOQTUU,Pd,ligand838-0 ligand839-0
SOXNIC,Mo,ligand45-0 ligand45-0 ligand5334-0
NASMUQ,Pd,ligand170-0 ligand23302-0
ALEYIA,Ru,ligand1-0 ligand45-0 ligand1026-0
NONJAC,Fe,ligand4-0 ligand4-0 ligand1114-0
UDOCIA,Mo,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand7196-0
YOYBOE,Pd,ligand2255-0 ligand2255-0
YUYGUV,Au,ligand296-0 ligand16479-0
VOHMEM,Ru,ligand1-0 ligand1-0 ligand13-0 ligand4551-0
BOKQEA,Au,ligand1-0 ligand1-0 ligand1-0 ligand15156-0
DUZHIQ,Zn,ligand358-0 ligand2372-0
FURLEJ,Ni,ligand1-0 ligand1-0 ligand2389-0
LIHPOK,Co,ligand1-0 ligand1-0 ligand3188-0
FIGRES,Ir,ligand1-0 ligand89-0 ligand140-0 ligand250-0 ligand250-0
LAJYEB,Pd,ligand1-0 ligand1-0 ligand4031-0
PEGYIJ,Ti,ligand48-0 ligand55-0 ligand55-0 ligand11321-0
ATOSUY,Ru,ligand48-0 ligand8228-0 ligand14068-0
XEYPAS,Ru,ligand49-0 ligand193-0 ligand409-0
POZVIK,Ni,ligand3-0 ligand3-0 ligand26583-0
HUXCIN,Pt,ligand1-0 ligand1-0 ligand20791-0
RAPGUK,Re,ligand24-0 ligand48-0 ligand21528-0
KEBGUU,Re,ligand24-0 ligand353-0 ligand353-0 ligand813-0
TIHJAV,Cr,ligand4-0 ligand4-0 ligand4-0 ligand26590-0
FOLTOR,Cd,ligand3-0 ligand3-0 ligand17575-0
WAYGAH,Ti,ligand416-0 ligand3754-0 ligand3755-0
GACXOY,Os,ligand51-0 ligand51-0 ligand89-0 ligand89-0 ligand13774-0
SEBDUA,Rh,ligand89-0 ligand320-0 ligand384-0
TISVUN,Rh,ligand1-0 ligand193-0 ligand2016-0
GENNOC,Pt,ligand18-0 ligand196-0 ligand250-0 ligand250-0
GOQYEQ,Ni,ligand3050-0 ligand3050-0
ZEBPOL,Pt,ligand1-0 ligand51-0 ligand51-0 ligand3890-0
ICUJAS,Ni,ligand14514-0
FANSAQ,Pd,ligand1-0 ligand95-0 ligand177-0
TAQTOV,Zn,ligand78-0 ligand279-0 ligand9984-0
JIRFOG,Fe,ligand29972-0
AYOSUE,Ru,ligand1-0 ligand193-0 ligand6547-0
QEGWEF,Re,ligand24-0 ligand353-0 ligand867-0
IQOHEB,Pt,ligand1-0 ligand1-0 ligand49-0 ligand188-0
VUDPUH,Ni,ligand38-0 ligand38-0 ligand89-0 ligand2157-0
NUZYEM,Rh,ligand1-0 ligand193-0 ligand30381-0
YERFEH,Au,ligand1385-0 ligand1385-0
UBOCAP,Zn,ligand3-0 ligand3-0 ligand30871-0 ligand30871-0
CEMNEP,Ir,ligand1-0 ligand34-0 ligand358-0 ligand18818-0
YUDVOI,Au,ligand244-0 ligand991-0
DAVQIA,Ru,ligand1-0 ligand51-0 ligand30954-0
CIWXAH,Cr,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand9256-0 ligand9256-0
ZEJCIA,W,ligand4-0 ligand4-0 ligand4-0 ligand1296-0 ligand1296-0
DITCUE,Hg,ligand40-0 ligand40-0 ligand4633-0
HACBES,Fe,ligand4-0 ligand4-0 ligand4-0 ligand1023-0
MAXWOY,Ir,ligand1027-0 ligand1027-0 ligand7630-0
COFTEZ,Pt,ligand336-0 ligand7076-0
RIYDIM,Ti,ligand10412-0 ligand25203-0
DIHVIA,Zr,ligand45-0 ligand48-0 ligand57-0 ligand57-0
RATNAC,Ta,ligand1-0 ligand1-0 ligand1-0 ligand48-0 ligand521-0
GOLTOR,Cd,ligand34-0 ligand34-0 ligand4822-0 ligand4822-0 ligand7537-0 ligand7537-0
WUSTIN,Ir,ligand48-0 ligand4983-0
TUNPAT,Pd,ligand1-0 ligand38-0 ligand38-0 ligand15824-0
RUWJID,Ir,ligand7827-0 ligand14555-0 ligand14555-0
GIWMOQ,Zn,ligand1-0 ligand1-0 ligand22232-0
GAPRAQ,Fe,ligand4-0 ligand4-0 ligand48-0 ligand6526-0
XANREJ,Ni,ligand7399-0
METLAZ,Mo,ligand3-0 ligand3-0 ligand24-0 ligand24-0 ligand785-0 ligand785-0
ECOTAU,Mn,ligand3-0 ligand4-0 ligand4-0 ligand4-0 ligand22330-0
IFAFON,Co,ligand90-0 ligand196-0 ligand3135-0
RISQOC,Ni,ligand206-0 ligand3444-0
VIGYOA,Pd,ligand1-0 ligand1-0 ligand6422-0
NENVAF,Ru,ligand1-0 ligand1-0 ligand86-0 ligand8571-0
MAFHEI,Ir,ligand895-0 ligand1479-0 ligand1479-0
CORPEH,Au,ligand1-0 ligand24663-0
FOWCID,Co,ligand257-0 ligand359-0 ligand359-0 ligand21203-0
VUYFIF,Pd,ligand1-0 ligand1-0 ligand2542-0
QUNBIK,Rh,ligand4-0 ligand447-0 ligand25607-0
SUYMOP,La,ligand600-0 ligand600-0 ligand600-0 ligand17511-0
ROJLUX,Rh,ligand780-0 ligand15291-0
SIXBUZ,Mo,ligand24-0 ligand24-0 ligand78-0 ligand18292-0
BAHGUP,Ni,ligand3-0 ligand2087-0 ligand24874-0
WEGKIF,Rh,ligand3-0 ligand311-0 ligand3320-0
YUMVOR,Ru,ligand1-0 ligand13-0 ligand1625-0
SIQNAI,Au,ligand1-0 ligand1300-0
KUDSAD,Au,ligand1-0 ligand1-0 ligand11317-0
FAGSAJ,Pd,ligand1-0 ligand593-0 ligand21386-0
DIBSIS,Mo,ligand24-0 ligand311-0 ligand353-0 ligand783-0
LIKWUY,Cd,ligand1-0 ligand1-0 ligand23993-0
DOXPEL,Pt,ligand1-0 ligand1-0 ligand188-0 ligand22560-0
KIRFOG,Fe,ligand391-0 ligand391-0 ligand8074-0
YOHPIV,Pd,ligand1-0 ligand31105-0
FOSFID,Pd,ligand1-0 ligand1-0 ligand28977-0 ligand28977-0
LELWOP,Pt,ligand4-0 ligand296-0 ligand645-0
OGEMEU,Ni,ligand62-0 ligand8196-0
ADESIL,Ta,ligand1-0 ligand1-0 ligand1-0 ligand5624-0 ligand8057-0
NIGVOO,Pd,ligand593-0 ligand27014-0
BIMYIG,Zr,ligand45-0 ligand45-0 ligand67-0 ligand7947-0
MEGTEX,Mn,ligand4-0 ligand4-0 ligand4-0 ligand113-0 ligand201-0
YAPFIF,Ru,ligand4-0 ligand4-0 ligand4-0 ligand6548-0
QODKOM,Cd,ligand3-0 ligand3-0 ligand14233-0 ligand14233-0
QEDPIY,Pt,ligand73-0 ligand2915-0 ligand2915-0 ligand2915-0 ligand2916-0
KIMJUL,W,ligand4-0 ligand4-0 ligand6703-0 ligand6703-0
HAVPIG,Pt,ligand51-0 ligand188-0 ligand5342-0
YIQQUK,Rh,ligand1-0 ligand4-0 ligand4-0 ligand19327-0
RAZNUC,Ni,ligand27440-0 ligand27440-0
WOLZOP,Pd,ligand587-0 ligand588-0
OFEJOB,Ru,ligand1-0 ligand13-0 ligand2457-0
EGUCUF,Pd,ligand3-0 ligand3-0 ligand1506-0 ligand1506-0
SIYVAX,Ni,ligand23284-0
CONKAR,Mo,ligand4-0 ligand4-0 ligand45-0 ligand28341-0
DAJDAW,Ru,ligand4-0 ligand89-0 ligand89-0 ligand112-0
UJELAX,Mn,ligand4-0 ligand4-0 ligand4-0 ligand830-0 ligand3820-0
YOKPAP,Fe,ligand4-0 ligand4-0 ligand4-0 ligand28675-0
YOQCAJ,Zn,ligand3-0 ligand3-0 ligand25613-0 ligand25613-0
XONVAZ,Pt,ligand10747-0 ligand10747-0
MICJIU,Pd,ligand1-0 ligand1-0 ligand6462-0
CARCAB,Au,ligand1-0 ligand363-0
BORBOB,Cd,ligand188-0 ligand5499-0 ligand5499-0
HEBPIN,Fe,ligand830-0 ligand2397-0
LUBYAK,Ni,ligand13632-0 ligand13632-0
NOBYOV,V,ligand24-0 ligand24-0 ligand22783-0
SEWTAQ,Pd,ligand279-0 ligand1052-0
LIGJUH,Pt,ligand1-0 ligand1-0 ligand12735-0
WIRGUB,Au,ligand40-0 ligand40-0 ligand31109-0
PUCKIJ,Pt,ligand141-0 ligand141-0 ligand10961-0 ligand10961-0
NEZNEM,Pt,ligand1-0 ligand51-0 ligand532-0
FUVLOZ,Cr,ligand16-0 ligand395-0 ligand395-0 ligand31335-0
YERMAK,Ag,ligand1-0 ligand6858-0
EFEWUI,Zn,ligand28333-0
NENSII,Ni,ligand279-0 ligand279-0 ligand17020-0 ligand17020-0
LIRZUJ,Pt,ligand497-0 ligand497-0 ligand3015-0 ligand3015-0
ALOBUY,Os,ligand1-0 ligand1-0 ligand409-0 ligand27076-0
MILNOK,Mn,ligand4-0 ligand4-0 ligand48-0 ligand11118-0
GIFZAZ,Ir,ligand1-0 ligand1-0 ligand1610-0 ligand1610-0
DOCBIJ,Ni,ligand21954-0
TEQLIK,Ni,ligand25476-0
FOKFEQ,Pt,ligand1-0 ligand12492-0
KOMFIB,Ru,ligand1-0 ligand51-0 ligand29361-0
IWUBUZ,Pt,ligand115-0 ligand11250-0
HEWPOP,Re,ligand4-0 ligand4-0 ligand4-0 ligand2083-0
ROLXAS,Ni,ligand26206-0
BUVBUQ,Au,ligand1-0 ligand7088-0
GOMREH,Mn,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand15749-0
SEWMOX,Pt,ligand1-0 ligand1-0 ligand8829-0
INOYUG,Pt,ligand6352-0 ligand14376-0 ligand14376-0
ACUYIJ,V,ligand24-0 ligand78-0 ligand294-0 ligand10484-0
PEXRUG,Au,ligand1-0 ligand1239-0
HIBRIU,Ru,ligand67-0 ligand845-0 ligand15433-0
KAMYOM,Re,ligand24-0 ligand48-0 ligand321-0 ligand321-0
GIWHEA,Zn,ligand1-0 ligand1388-0 ligand1388-0
QIFZEM,Cu,ligand4-0 ligand49-0 ligand10740-0
SOTJES,Ir,ligand48-0 ligand1578-0 ligand14885-0
GABBUH,Pt,ligand133-0 ligand133-0 ligand23641-0
NISBIA,Fe,ligand1-0 ligand4-0 ligand9127-0 ligand9127-0
BEHXUK,Pt,ligand51-0 ligand5089-0
ATULUY,Zn,ligand29-0 ligand29-0 ligand23432-0 ligand23432-0
IPIREF,Pd,ligand162-0 ligand3454-0
GELFUA,Zn,ligand3-0 ligand3-0 ligand7376-0
PEDPIY,Zn,ligand78-0 ligand11885-0
UGUSIY,Rh,ligand1-0 ligand1-0 ligand1-0 ligand19454-0
RAPKUQ,Ru,ligand1-0 ligand9351-0 ligand17773-0
OHIZAI,Co,ligand6715-0 ligand6715-0 ligand6716-0
YEPROA,Fe,ligand4-0 ligand4-0 ligand15340-0
IMEVIG,Re,ligand1-0 ligand1-0 ligand1-0 ligand24-0 ligand6683-0
HACRUB,Ni,ligand40-0 ligand40-0 ligand8415-0 ligand8415-0
WELSUC,Pt,ligand8915-0 ligand8915-0
IWAFUH,Pd,ligand1-0 ligand314-0 ligand1228-0
WIDGOH,Pd,ligand3-0 ligand3-0 ligand361-0 ligand2253-0
CODWOI,Ni,ligand89-0 ligand8638-0
SOLXAS,Ti,ligand1-0 ligand1-0 ligand48-0 ligand298-0
DEDLUV,Fe,ligand279-0 ligand279-0 ligand361-0 ligand361-0 ligand361-0 ligand361-0
FAJDID,Ni,ligand1206-0
FEYZAK,Pd,ligand1-0 ligand532-0 ligand18022-0
SIKVEP,Zn,ligand358-0 ligand12426-0
RIKFAS,Nb,ligand1-0 ligand1-0 ligand1-0 ligand67-0 ligand872-0 ligand872-0
FADJEZ,Rh,ligand1-0 ligand1-0 ligand1-0 ligand133-0 ligand133-0 ligand15968-0
INUXIZ,Fe,ligand2372-0 ligand6143-0
GEBTIT,Pt,ligand115-0 ligand25946-0
CUFQID,Pd,ligand1-0 ligand1-0 ligand460-0
RERBEX,Ni,ligand73-0 ligand7872-0
QADTIB,Zn,ligand361-0 ligand1231-0
BIKSAQ,Pt,ligand170-0 ligand1160-0
HEGQOB,Mo,ligand24-0 ligand24-0 ligand34-0 ligand22140-0
AFUXOP,Ti,ligand45-0 ligand45-0 ligand12578-0
YIDMAA,Au,ligand1-0 ligand1-0 ligand1-0 ligand1693-0
GELMEP,Pt,ligand40-0 ligand67-0 ligand1555-0
HEYNEE,Fe,ligand40-0 ligand40-0 ligand5713-0
VAWPUE,Ti,ligand1-0 ligand1-0 ligand27745-0 ligand27745-0
MAVBAO,Ni,ligand9797-0 ligand9797-0
EKOWIM,Pd,ligand1-0 ligand1-0 ligand4667-0
DABNID,Ni,ligand30346-0 ligand31877-0
YAWXAW,Pd,ligand73-0 ligand3723-0 ligand18072-0
RIFZOV,Fe,ligand4-0 ligand45-0 ligand15923-0
JATXOS,Nb,ligand1-0 ligand1-0 ligand17-0 ligand15027-0
ROHSOW,Mo,ligand24-0 ligand24-0 ligand31283-0 ligand31283-0
YIDVUD,Pt,ligand1-0 ligand1-0 ligand21657-0
RUKDUW,Ru,ligand45-0 ligand252-0 ligand11450-0
IVEVUB,Pd,ligand140-0 ligand21365-0
CAXVED,Ti,ligand89-0 ligand1415-0 ligand3736-0
GOMNUT,Zn,ligand10340-0 ligand10340-0 ligand28415-0 ligand28415-0
TIZZUX,Zr,ligand38-0 ligand45-0 ligand45-0 ligand89-0 ligand7477-0
JIRHUQ,Au,ligand4303-0 ligand9565-0
MOMCIC,Au,ligand206-0 ligand30123-0
GIDLEM,Pt,ligand24136-0
IFASAJ,Rh,ligand4104-0
OZILAL,Cu,ligand12864-0 ligand12864-0
RILVEN,Re,ligand24-0 ligand3444-0 ligand17308-0
BTPCUB,Cu,ligand3-0 ligand51-0 ligand51-0
VIPVUL,Rh,ligand17-0 ligand89-0 ligand2518-0 ligand2518-0
IBIDEC,Pd,ligand1-0 ligand18463-0
JOGDOA,Ni,ligand3-0 ligand3-0 ligand30888-0
REZHOT,Pd,ligand1-0 ligand321-0 ligand28979-0
QUSMOI,Au,ligand105-0 ligand9799-0
KALZOP,Pd,ligand1-0 ligand1-0 ligand20981-0
FAKWOE,Pd,ligand1-0 ligand1-0 ligand51-0 ligand132-0
YODMIP,Rh,ligand1-0 ligand48-0 ligand7905-0
NIDCIM,Ru,ligand1-0 ligand45-0 ligand51-0 ligand1153-0
QALYEH,Au,ligand1012-0 ligand17743-0
GUFCAL,Pd,ligand17481-0 ligand17481-0
PIQKAB,W,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand13797-0
CEFJII,Cd,ligand6575-0 ligand6575-0 ligand8070-0
HIGDOT,Ru,ligand1-0 ligand1-0 ligand86-0 ligand25763-0
XEXQOG,Pt,ligand1-0 ligand1-0 ligand7488-0 ligand7488-0
NESPOQ,W,ligand18-0 ligand18-0 ligand618-0 ligand3244-0
BOGBIK,Ni,ligand830-0 ligand30834-0
KIHYOP,Pt,ligand1-0 ligand1-0 ligand133-0 ligand188-0
NOYKUJ,Rh,ligand4-0 ligand4-0 ligand7214-0
EGEYAQ,W,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand15349-0
KACNOR,Ru,ligand1-0 ligand1-0 ligand133-0 ligand133-0 ligand133-0 ligand133-0
NIVMAI,Pd,ligand3896-0 ligand21365-0
ZIBGAS,Ag,ligand13573-0 ligand13573-0
WAMXAM,Zn,ligand941-0 ligand16611-0
ACOSEQ,Ru,ligand1-0 ligand1-0 ligand188-0 ligand188-0 ligand5941-0
RUHSIY,Pd,ligand1-0 ligand51-0 ligand18994-0
XUXZIA,Rh,ligand1-0 ligand193-0 ligand16618-0
VIKZEW,Pd,ligand3-0 ligand384-0 ligand1727-0
GUZMIZ,Hf,ligand1-0 ligand1-0 ligand24853-0
UCUYEY,Ni,ligand3599-0 ligand12598-0
HIHRUM,Rh,ligand193-0 ligand3109-0
PEBVUP,Zn,ligand166-0 ligand785-0 ligand23094-0 ligand23094-0
XOTBEN,Pd,ligand115-0 ligand770-0
XOQZOT,Ni,ligand3979-0 ligand11013-0
REBZIK,Ir,ligand1-0 ligand89-0 ligand1455-0
ZOTBOB,Ni,ligand73-0 ligand4504-0
PULFEI,La,ligand34-0 ligand118-0 ligand5720-0 ligand5721-0
MOJMEF,Ni,ligand13529-0 ligand13529-0
LEBLOU,Ni,ligand27128-0
UMANUS,Ni,ligand821-0 ligand1567-0
DOPXAI,Ni,ligand73-0 ligand18962-0
XONFEN,Ru,ligand1-0 ligand1-0 ligand4-0 ligand4149-0
QAKPOK,Au,ligand1-0 ligand3660-0
WELDUN,Ir,ligand38-0 ligand48-0 ligand1598-0 ligand5112-0
DOSJAZ,Ni,ligand89-0 ligand20517-0
YEKWUG,Zn,ligand38-0 ligand66-0 ligand66-0
SOMKEM,Rh,ligand1-0 ligand48-0 ligand3428-0
CEZSAE,Rh,ligand4-0 ligand48-0 ligand2925-0 ligand2925-0
QOZCEP,Au,ligand676-0 ligand6232-0
PEWZEY,Pd,ligand1-0 ligand1-0 ligand1084-0 ligand1084-0
CAJVAL,Mn,ligand4-0 ligand4-0 ligand4-0 ligand30981-0
YIDCOE,Ti,ligand145-0 ligand145-0 ligand146-0 ligand146-0
DONYAI,Ni,ligand40-0 ligand45-0 ligand19767-0
SIWXON,Pt,ligand11-0 ligand20262-0
RAPWEM,Pt,ligand18-0 ligand365-0 ligand1379-0
DUCBOS,La,ligand600-0 ligand600-0 ligand10504-0 ligand10505-0
SEKSAE,Au,ligand1-0 ligand4204-0
DISDEP,Re,ligand4-0 ligand4-0 ligand4-0 ligand24745-0
JUHNAB,Nb,ligand1-0 ligand1-0 ligand1-0 ligand148-0 ligand24616-0
DAHLOP,Re,ligand1-0 ligand67-0 ligand67-0 ligand67-0 ligand15784-0
HELGIQ,Ru,ligand13-0 ligand40-0 ligand40-0 ligand26985-0
GEHTUL,Co,ligand89-0 ligand206-0 ligand845-0
IDOGOY,Pd,ligand1-0 ligand1-0 ligand19232-0
NISKAC,Pd,ligand584-0 ligand24495-0
DIFTER,Co,ligand6702-0 ligand6702-0
ZATXUP,Zn,ligand1-0 ligand5330-0
GARVOL,Zr,ligand1-0 ligand1-0 ligand45-0 ligand1672-0
LESNOM,Au,ligand1-0 ligand1016-0
TEZDEH,Zr,ligand1-0 ligand1-0 ligand12581-0
YOCZEW,Cu,ligand2613-0 ligand2613-0
CIGKEL,Ir,ligand1019-0 ligand1019-0 ligand24498-0
TULZOQ,Cu,ligand178-0 ligand2785-0
MIFROL,Fe,ligand1044-0 ligand1044-0 ligand7968-0
DUWJUB,Pd,ligand1-0 ligand206-0 ligand1550-0
WIYZOT,Rh,ligand1-0 ligand38-0 ligand48-0 ligand19590-0
ITOLEK,Rh,ligand1-0 ligand1-0 ligand1-0 ligand22069-0
AHEVAM,Mo,ligand24-0 ligand24-0 ligand34-0 ligand26438-0
HATXIK,Ni,ligand49-0 ligand279-0 ligand279-0 ligand2735-0
IBAWOZ,Ru,ligand48-0 ligand49-0 ligand49-0 ligand49-0
NODZAI,Zr,ligand1-0 ligand1-0 ligand12567-0
TEQPUC,Cr,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand1634-0
FOHJAN,Co,ligand1-0 ligand1-0 ligand1632-0 ligand1632-0
HUVSUN,Pt,ligand1-0 ligand8912-0
IHIHOY,Ru,ligand1-0 ligand1-0 ligand51-0 ligand51-0 ligand78-0 ligand2556-0
AVIJOF,Cu,ligand918-0 ligand2285-0
LEQSUW,Pt,ligand1-0 ligand1-0 ligand8685-0 ligand8685-0
OJOVUE,Ru,ligand1-0 ligand15032-0 ligand20845-0
RACMAM,Ir,ligand409-0 ligand973-0 ligand974-0
QOSJAJ,Ta,ligand1-0 ligand1-0 ligand1-0 ligand693-0 ligand21220-0
QUGPOY,Re,ligand1-0 ligand24-0 ligand6771-0
PASKOJ,Fe,ligand4-0 ligand45-0 ligand9298-0
SOCLOM,Ni,ligand196-0 ligand26779-0
EPAKIR,Fe,ligand45-0 ligand89-0 ligand830-0
VUFXAV,Rh,ligand1-0 ligand1-0 ligand24475-0 ligand24476-0
NIKKUP,Pd,ligand1-0 ligand15113-0
JENXAC,Nb,ligand1-0 ligand24-0 ligand1576-0 ligand1576-0
SEJYEN,W,ligand11-0 ligand11-0 ligand24-0 ligand1449-0
WELJUV,Zn,ligand1-0 ligand1-0 ligand12282-0
XOQCOV,Pd,ligand409-0 ligand2688-0
XAGPED,Co,ligand45-0 ligand16511-0
BEDGUO,Rh,ligand193-0 ligand22630-0
TUKMOB,Mo,ligand38-0 ligand122-0 ligand122-0 ligand21668-0
VASYOF,Fe,ligand279-0 ligand279-0 ligand27108-0
OJEQOL,Zn,ligand868-0 ligand14656-0 ligand14656-0
SASRIP,Ir,ligand115-0 ligand1815-0 ligand1815-0
OZIREW,Ti,ligand145-0 ligand145-0 ligand19929-0
LUKNOV,Ru,ligand1-0 ligand13-0 ligand8285-0
MENZEL,Ni,ligand5477-0
JIZPOY,Ir,ligand4-0 ligand48-0 ligand798-0 ligand18655-0
XEGMII,Ru,ligand1-0 ligand1-0 ligand51-0 ligand11863-0
AKAGUP,Mo,ligand4-0 ligand4-0 ligand4-0 ligand30630-0
PORGOS,Cr,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand1157-0
OJUNEN,Zn,ligand18-0 ligand23932-0
CODWAU,Ni,ligand89-0 ligand11730-0
AGELAC,Au,ligand3475-0 ligand3475-0
BIRLET,Fe,ligand4-0 ligand4-0 ligand13176-0
FEFVAN,Ru,ligand14353-0 ligand14353-0 ligand14353-0 ligand14353-0
YIDSEM,Ti,ligand40-0 ligand1844-0
SOPHOV,Ni,ligand353-0 ligand1114-0
POJKAC,Pd,ligand1-0 ligand1-0 ligand29272-0
LUFKOM,Zn,ligand191-0 ligand191-0 ligand600-0 ligand600-0
HINTEG,Ni,ligand196-0 ligand4977-0
XALQAE,Au,ligand504-0 ligand2573-0
DOGNOC,Mo,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand6076-0
XOZLED,W,ligand1-0 ligand1-0 ligand24-0 ligand24-0 ligand596-0
EDAMEE,Co,ligand4-0 ligand48-0 ligand22515-0
AHODAE,Pd,ligand1-0 ligand1-0 ligand8686-0 ligand8686-0
NOMZAR,Pd,ligand1-0 ligand1-0 ligand21684-0
RIRNEL,Ti,ligand122-0 ligand188-0 ligand1870-0
MEDCUU,Ni,ligand51-0 ligand11790-0
CEZQUU,W,ligand38-0 ligand38-0 ligand38-0 ligand89-0 ligand89-0 ligand12413-0
YAFCAM,Zn,ligand785-0 ligand785-0 ligand12848-0 ligand12848-0
FESQAV,Re,ligand24-0 ligand294-0 ligand16695-0 ligand16695-0
BIJWIA,Zn,ligand3-0 ligand3-0 ligand534-0 ligand534-0
YAJRAF,Mo,ligand48-0 ligand13657-0 ligand13658-0
HIJZUV,Zn,ligand34-0 ligand719-0 ligand19930-0 ligand19930-0 ligand19930-0 ligand19930-0
REYSIY,Zn,ligand24198-0 ligand24198-0
VIQWAV,Ru,ligand1-0 ligand38-0 ligand38-0 ligand38-0 ligand16262-0
UQUVEI,Zn,ligand40-0 ligand40-0 ligand3003-0
PIHMIF,Zn,ligand197-0 ligand2915-0 ligand2915-0
WUWCOG,Pd,ligand384-0 ligand22388-0
NURHAJ,Zr,ligand1-0 ligand45-0 ligand45-0 ligand274-0
AXIBIS,Fe,ligand4-0 ligand48-0 ligand2209-0 ligand14458-0
ZAVPUK,Mn,ligand3-0 ligand4-0 ligand4-0 ligand16030-0
JUNJIL,Cr,ligand4-0 ligand4-0 ligand4-0 ligand7737-0
SEKQUU,Ni,ligand45-0 ligand51-0 ligand7169-0
SIZDOW,V,ligand24-0 ligand9647-0 ligand23183-0
WOKDIJ,Zr,ligand321-0 ligand321-0 ligand321-0 ligand13692-0
ABUKAM,Co,ligand359-0 ligand359-0 ligand15607-0 ligand15607-0
KAVWIN,W,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand27475-0
XUCCOO,Cu,ligand9005-0
QUPHAK,Pd,ligand3-0 ligand15831-0 ligand19104-0
RANFOE,Cu,ligand1-0 ligand6527-0 ligand6527-0
MEXFOM,Zn,ligand196-0 ligand196-0 ligand588-0 ligand588-0
MIDCOU,Pd,ligand3-0 ligand3-0 ligand188-0 ligand20948-0
AGUVUT,Y,ligand1-0 ligand11714-0 ligand11714-0
SITDOR,Cu,ligand15086-0
QAJTED,Ta,ligand3-0 ligand3-0 ligand3-0 ligand3-0 ligand3-0 ligand206-0
MARNEY,Pt,ligand3-0 ligand444-0 ligand4887-0 ligand4887-0
IVEMOL,Ru,ligand1-0 ligand13-0 ligand3743-0
SENKEC,Au,ligand1-0 ligand7255-0
WIJWER,Pt,ligand29-0 ligand29-0 ligand2629-0 ligand2629-0
NOMJEF,Re,ligand1-0 ligand1-0 ligand51-0 ligand618-0 ligand9706-0
UCAZON,Ru,ligand1-0 ligand49-0 ligand662-0 ligand2629-0
FEPDEK,Rh,ligand1-0 ligand193-0 ligand1607-0
JAHVIY,Re,ligand1-0 ligand24-0 ligand15191-0
